id_machine,id_entrepot,type_machine,annee_mois,temps_arret_panne,nb_pannes_machines,volume_traite,delai_moyen_livraison_entrepot_mois
ME008026,E008,Conditionnement,2021-03,28,1,147,
ME008027,E008,Conditionnement,2021-03,38,1,136,
ME008029,E008,Transport,2021-03,0,1,567,
ME009003,E009,Conditionnement,2021-03,33,1,151,
ME009005,E009,Transport,2021-03,42,1,130,
ME009009,E009,Conditionnement,2021-03,9,1,575,
ME009013,E009,Transport,2021-03,5,1,367,
ME009015,E009,Transport,2021-03,16,1,120,
ME009016,E009,Stockage,2021-03,28,1,133,
ME009017,E009,Maintenance,2021-03,15,1,153,
ME009018,E009,Tri,2021-03,25,1,124,
ME010002,E010,Tri,2021-03,17,1,110,
ME010004,E010,Transport,2021-03,41,1,135,
ME010005,E010,Conditionnement,2021-03,17,1,149,
ME010008,E010,Stockage,2021-03,45,1,137,
ME010014,E010,Stockage,2021-03,24,1,144,
ME010015,E010,Stockage,2021-03,18,1,158,
ME010017,E010,Transport,2021-03,15,1,137,
ME010027,E010,Conditionnement,2021-03,35,1,118,
ME010029,E010,Tri,2021-03,20,1,144,
ME010030,E010,Conditionnement,2021-03,25,1,146,
ME001004,E001,Stockage,2021-03,0,0,664,
ME001007,E001,Stockage,2021-03,0,0,688,
ME001008,E001,Maintenance,2021-03,0,0,917,
ME001009,E001,Maintenance,2021-03,0,0,666,
ME001010,E001,Stockage,2021-03,0,0,68,
ME001014,E001,Tri,2021-03,0,0,582,
ME001015,E001,Stockage,2021-03,0,0,156,
ME001016,E001,Conditionnement,2021-03,0,0,673,
ME001019,E001,Conditionnement,2021-03,0,0,9,
ME001020,E001,Transport,2021-03,0,0,61,
ME001023,E001,Conditionnement,2021-03,0,0,655,
ME001024,E001,Maintenance,2021-03,0,0,144,
ME001028,E001,Conditionnement,2021-03,0,0,290,
ME001032,E001,Conditionnement,2021-03,0,0,938,
ME001033,E001,Tri,2021-03,0,0,441,
ME001034,E001,Transport,2021-03,0,0,935,
ME002003,E002,Tri,2021-03,0,0,238,
ME002005,E002,Transport,2021-03,0,0,318,
ME002006,E002,Transport,2021-03,0,0,89,
ME002013,E002,Conditionnement,2021-03,0,0,342,
ME002019,E002,Maintenance,2021-03,0,0,149,
ME002029,E002,Transport,2021-03,0,0,922,
ME002030,E002,Transport,2021-03,0,0,181,
ME002031,E002,Maintenance,2021-03,0,0,934,
ME003003,E003,Tri,2021-03,0,0,371,
ME003005,E003,Stockage,2021-03,0,0,379,
ME003007,E003,Stockage,2021-03,0,0,252,
ME003009,E003,Maintenance,2021-03,0,0,182,
ME003010,E003,Transport,2021-03,0,0,269,
ME003011,E003,Stockage,2021-03,0,0,288,
ME003012,E003,Maintenance,2021-03,0,0,76,
ME003013,E003,Tri,2021-03,0,0,440,
ME003014,E003,Tri,2021-03,0,0,12,
ME003016,E003,Maintenance,2021-03,0,0,15,
ME003019,E003,Maintenance,2021-03,0,0,783,
ME003020,E003,Conditionnement,2021-03,0,0,536,
ME003021,E003,Tri,2021-03,0,0,307,
ME003022,E003,Transport,2021-03,0,0,720,
ME003027,E003,Tri,2021-03,0,0,927,
ME003028,E003,Conditionnement,2021-03,0,0,730,
ME003030,E003,Transport,2021-03,0,0,812,
ME003032,E003,Stockage,2021-03,0,0,909,
ME003033,E003,Conditionnement,2021-03,0,0,354,
ME003036,E003,Transport,2021-03,0,0,133,
ME003037,E003,Tri,2021-03,0,0,632,
ME004002,E004,Conditionnement,2021-03,0,0,542,
ME004004,E004,Transport,2021-03,0,0,232,
ME004007,E004,Conditionnement,2021-03,0,0,693,
ME004008,E004,Tri,2021-03,0,0,43,
ME004009,E004,Maintenance,2021-03,0,0,684,
ME004010,E004,Maintenance,2021-03,0,0,963,
ME004011,E004,Tri,2021-03,0,0,301,
ME004013,E004,Conditionnement,2021-03,0,0,638,
ME004014,E004,Transport,2021-03,0,0,848,
ME004016,E004,Conditionnement,2021-03,0,0,318,
ME004017,E004,Tri,2021-03,0,0,820,
ME004019,E004,Transport,2021-03,0,0,16,
ME004020,E004,Maintenance,2021-03,0,0,921,
ME004024,E004,Conditionnement,2021-03,0,0,398,
ME004027,E004,Stockage,2021-03,0,0,72,
ME005006,E005,Stockage,2021-03,0,0,641,
ME005007,E005,Conditionnement,2021-03,0,0,454,
ME005009,E005,Conditionnement,2021-03,0,0,28,
ME005014,E005,Stockage,2021-03,0,0,304,
ME005018,E005,Stockage,2021-03,0,0,871,
ME005020,E005,Stockage,2021-03,0,0,691,
ME005023,E005,Stockage,2021-03,0,0,840,
ME005025,E005,Conditionnement,2021-03,0,0,278,
ME005026,E005,Tri,2021-03,0,0,192,
ME005027,E005,Stockage,2021-03,0,0,251,
ME005028,E005,Stockage,2021-03,0,0,470,
ME005029,E005,Maintenance,2021-03,0,0,651,
ME006002,E006,Transport,2021-03,0,0,478,
ME006006,E006,Tri,2021-03,0,0,210,
ME006013,E006,Transport,2021-03,0,0,438,
ME006014,E006,Maintenance,2021-03,0,0,552,
ME006019,E006,Tri,2021-03,0,0,957,
ME006020,E006,Tri,2021-03,0,0,825,
ME006023,E006,Conditionnement,2021-03,0,0,994,
ME006025,E006,Conditionnement,2021-03,0,0,216,
ME006028,E006,Stockage,2021-03,0,0,519,
ME007006,E007,Tri,2021-03,0,0,869,
ME007008,E007,Tri,2021-03,0,0,914,
ME007010,E007,Conditionnement,2021-03,0,0,172,
ME007011,E007,Transport,2021-03,0,0,104,
ME007012,E007,Transport,2021-03,0,0,992,
ME007014,E007,Tri,2021-03,0,0,977,
ME007016,E007,Maintenance,2021-03,0,0,189,
ME007017,E007,Stockage,2021-03,0,0,872,
ME007020,E007,Transport,2021-03,0,0,33,
ME007022,E007,Conditionnement,2021-03,0,0,450,
ME007032,E007,Tri,2021-03,0,0,414,
ME007035,E007,Tri,2021-03,0,0,737,
ME008008,E008,Conditionnement,2021-03,0,0,159,
ME008012,E008,Tri,2021-03,0,0,38,
ME008016,E008,Stockage,2021-03,0,0,873,
ME008018,E008,Conditionnement,2021-03,0,0,783,
ME008024,E008,Tri,2021-03,0,0,200,
ME008025,E008,Tri,2021-03,0,0,691,
ME008028,E008,Tri,2021-03,0,0,51,
ME009001,E009,Transport,2021-03,0,0,397,
ME009006,E009,Transport,2021-03,0,0,304,
ME009007,E009,Tri,2021-03,0,0,366,
ME009010,E009,Stockage,2021-03,0,0,961,
ME009019,E009,Conditionnement,2021-03,0,0,385,
ME010001,E010,Maintenance,2021-03,0,0,55,
ME010009,E010,Maintenance,2021-03,0,0,949,
ME010010,E010,Conditionnement,2021-03,0,0,100,
ME010012,E010,Conditionnement,2021-03,0,0,742,
ME010016,E010,Conditionnement,2021-03,0,0,735,
ME010018,E010,Tri,2021-03,0,0,867,
ME010020,E010,Tri,2021-03,0,0,78,
ME010021,E010,Maintenance,2021-03,0,0,78,
ME010022,E010,Maintenance,2021-03,0,0,218,
ME010023,E010,Conditionnement,2021-03,0,0,824,
ME010026,E010,Stockage,2021-03,0,0,191,
ME010028,E010,Transport,2021-03,0,0,159,
ME001001,E001,Tri,2021-04,0,0,239,
ME001003,E001,Transport,2021-04,0,0,254,
ME001008,E001,Maintenance,2021-04,0,0,566,
ME001009,E001,Maintenance,2021-04,0,0,311,
ME001011,E001,Conditionnement,2021-04,0,0,194,
ME001014,E001,Tri,2021-04,0,0,287,
ME001016,E001,Conditionnement,2021-04,0,0,248,
ME001017,E001,Stockage,2021-04,0,0,311,
ME001020,E001,Transport,2021-04,0,0,271,
ME001021,E001,Maintenance,2021-04,0,0,327,
ME001023,E001,Conditionnement,2021-04,0,0,287,
ME001025,E001,Stockage,2021-04,0,0,264,
ME001027,E001,Transport,2021-04,0,0,274,
ME001033,E001,Tri,2021-04,0,0,273,
ME001035,E001,Stockage,2021-04,0,0,238,
ME001036,E001,Stockage,2021-04,0,0,604,
ME001037,E001,Tri,2021-04,0,0,261,
ME002006,E002,Transport,2021-04,0,0,561,
ME002010,E002,Conditionnement,2021-04,0,0,300,
ME002013,E002,Conditionnement,2021-04,0,0,383,
ME002014,E002,Maintenance,2021-04,0,0,261,
ME002015,E002,Maintenance,2021-04,0,0,272,
ME002017,E002,Tri,2021-04,0,0,338,
ME002020,E002,Conditionnement,2021-04,0,0,244,
ME002024,E002,Transport,2021-04,0,0,466,
ME002029,E002,Transport,2021-04,0,0,299,
ME002031,E002,Maintenance,2021-04,0,0,298,
ME003004,E003,Maintenance,2021-04,0,0,445,
ME003005,E003,Stockage,2021-04,0,0,568,
ME003009,E003,Maintenance,2021-04,0,0,247,
ME003010,E003,Transport,2021-04,0,0,292,
ME003013,E003,Tri,2021-04,0,0,267,
ME003016,E003,Maintenance,2021-04,0,0,276,
ME003020,E003,Conditionnement,2021-04,0,0,480,
ME003028,E003,Conditionnement,2021-04,0,0,547,
ME003030,E003,Transport,2021-04,0,0,267,
ME003035,E003,Maintenance,2021-04,0,0,279,
ME004001,E004,Conditionnement,2021-04,0,0,323,
ME004004,E004,Transport,2021-04,0,0,306,
ME004006,E004,Conditionnement,2021-04,0,0,205,
ME004007,E004,Conditionnement,2021-04,0,0,488,
ME004011,E004,Tri,2021-04,0,0,311,
ME004012,E004,Tri,2021-04,0,0,307,
ME004013,E004,Conditionnement,2021-04,0,0,309,
ME004018,E004,Transport,2021-04,0,0,499,
ME004020,E004,Maintenance,2021-04,0,0,309,
ME004027,E004,Stockage,2021-04,0,0,258,
ME005001,E005,Maintenance,2021-04,0,0,313,
ME005002,E005,Conditionnement,2021-04,0,0,280,
ME005005,E005,Tri,2021-04,0,0,267,
ME005006,E005,Stockage,2021-04,0,0,296,
ME005007,E005,Conditionnement,2021-04,0,0,286,
ME005010,E005,Conditionnement,2021-04,0,0,235,
ME005011,E005,Tri,2021-04,0,0,205,
ME005013,E005,Tri,2021-04,0,0,271,
ME005017,E005,Conditionnement,2021-04,0,0,261,
ME005018,E005,Stockage,2021-04,0,0,424,
ME005021,E005,Stockage,2021-04,0,0,579,
ME006001,E006,Tri,2021-04,0,0,322,
ME006003,E006,Tri,2021-04,0,0,253,
ME006007,E006,Transport,2021-04,0,0,480,
ME006008,E006,Transport,2021-04,0,0,227,
ME006009,E006,Stockage,2021-04,0,0,331,
ME006010,E006,Conditionnement,2021-04,0,0,277,
ME006014,E006,Maintenance,2021-04,0,0,210,
ME006015,E006,Transport,2021-04,0,0,536,
ME006016,E006,Transport,2021-04,0,0,521,
ME006017,E006,Tri,2021-04,0,0,251,
ME006022,E006,Stockage,2021-04,0,0,257,
ME006023,E006,Conditionnement,2021-04,0,0,279,
ME006024,E006,Stockage,2021-04,0,0,534,
ME007007,E007,Maintenance,2021-04,0,0,284,
ME007010,E007,Conditionnement,2021-04,0,0,282,
ME007014,E007,Tri,2021-04,0,0,476,
ME007015,E007,Stockage,2021-04,0,0,390,
ME007016,E007,Maintenance,2021-04,0,0,252,
ME007023,E007,Tri,2021-04,0,0,242,
ME007025,E007,Stockage,2021-04,0,0,562,
ME007027,E007,Stockage,2021-04,0,0,628,
ME007028,E007,Stockage,2021-04,0,0,237,
ME007034,E007,Tri,2021-04,0,0,333,
ME007037,E007,Stockage,2021-04,0,0,226,
ME008004,E008,Tri,2021-04,0,0,503,
ME008006,E008,Transport,2021-04,0,0,322,
ME008007,E008,Tri,2021-04,0,0,285,
ME008008,E008,Conditionnement,2021-04,0,0,268,
ME008010,E008,Stockage,2021-04,0,0,289,
ME008013,E008,Stockage,2021-04,0,0,216,
ME008014,E008,Stockage,2021-04,0,0,497,
ME008016,E008,Stockage,2021-04,0,0,694,
ME008020,E008,Maintenance,2021-04,0,0,501,
ME008022,E008,Stockage,2021-04,0,0,302,
ME008026,E008,Conditionnement,2021-04,0,0,282,
ME009002,E009,Tri,2021-04,0,0,255,
ME009013,E009,Transport,2021-04,0,0,200,
ME009014,E009,Transport,2021-04,0,0,479,
ME010001,E010,Maintenance,2021-04,0,0,238,
ME010007,E010,Stockage,2021-04,0,0,261,
ME010008,E010,Stockage,2021-04,0,0,296,
ME010010,E010,Conditionnement,2021-04,0,0,245,
ME010012,E010,Conditionnement,2021-04,0,0,250,
ME010014,E010,Stockage,2021-04,0,0,298,
ME010017,E010,Transport,2021-04,0,0,262,
ME010021,E010,Maintenance,2021-04,0,0,270,
ME010022,E010,Maintenance,2021-04,0,0,519,
ME010024,E010,Transport,2021-04,0,0,221,
ME010029,E010,Tri,2021-04,0,0,269,
ME010030,E010,Conditionnement,2021-04,0,0,280,
ME001005,E001,Maintenance,2021-04,18,1,157,
ME001012,E001,Tri,2021-04,10,1,454,
ME001013,E001,Stockage,2021-04,22,1,132,
ME001015,E001,Stockage,2021-04,2,1,342,
ME001018,E001,Transport,2021-04,38,1,141,
ME001019,E001,Conditionnement,2021-04,8,1,461,
ME001024,E001,Maintenance,2021-04,46,1,109,
ME001026,E001,Maintenance,2021-04,38,1,115,
ME001030,E001,Conditionnement,2021-04,35,1,144,
ME001031,E001,Transport,2021-04,13,1,126,
ME001032,E001,Conditionnement,2021-04,13,1,149,
ME002001,E002,Stockage,2021-04,44,1,155,
ME002004,E002,Stockage,2021-04,33,1,166,
ME002005,E002,Transport,2021-04,47,1,112,
ME002008,E002,Tri,2021-04,7,1,380,
ME002009,E002,Conditionnement,2021-04,4,1,566,
ME002011,E002,Tri,2021-04,44,1,107,
ME002016,E002,Maintenance,2021-04,27,1,103,
ME002019,E002,Maintenance,2021-04,45,1,146,
ME002022,E002,Transport,2021-04,12,1,448,
ME002023,E002,Stockage,2021-04,36,1,122,
ME002026,E002,Tri,2021-04,10,1,455,
ME002027,E002,Conditionnement,2021-04,12,1,549,
ME002033,E002,Transport,2021-04,46,1,129,
ME003002,E003,Transport,2021-04,4,1,476,
ME003011,E003,Stockage,2021-04,41,1,121,
ME003012,E003,Maintenance,2021-04,18,1,118,
ME003021,E003,Tri,2021-04,11,1,452,
ME003022,E003,Transport,2021-04,42,1,124,
ME003024,E003,Stockage,2021-04,27,1,154,
ME003026,E003,Tri,2021-04,0,1,510,
ME003029,E003,Conditionnement,2021-04,18,1,135,
ME003033,E003,Conditionnement,2021-04,18,1,104,
ME003036,E003,Transport,2021-04,22,1,116,
ME004003,E004,Transport,2021-04,6,1,468,
ME004009,E004,Maintenance,2021-04,12,1,495,
ME004010,E004,Maintenance,2021-04,17,1,105,
ME004014,E004,Transport,2021-04,40,1,108,
ME004017,E004,Tri,2021-04,32,1,106,
ME004024,E004,Conditionnement,2021-04,40,1,160,
ME004025,E004,Conditionnement,2021-04,37,1,130,
ME005003,E005,Tri,2021-04,6,1,402,
ME005004,E005,Conditionnement,2021-04,9,1,531,
ME005016,E005,Maintenance,2021-04,2,1,493,
ME005019,E005,Conditionnement,2021-04,44,1,137,
ME005023,E005,Stockage,2021-04,14,1,150,
ME005024,E005,Maintenance,2021-04,27,1,131,
ME005028,E005,Stockage,2021-04,2,1,569,
ME005031,E005,Transport,2021-04,0,1,507,
ME005032,E005,Maintenance,2021-04,34,1,136,
ME005033,E005,Transport,2021-04,14,1,124,
ME005035,E005,Maintenance,2021-04,6,1,414,
ME006002,E006,Transport,2021-04,22,1,137,
ME006004,E006,Tri,2021-04,2,1,487,
ME006005,E006,Transport,2021-04,14,1,131,
ME006012,E006,Conditionnement,2021-04,29,1,146,
ME006013,E006,Transport,2021-04,7,1,498,
ME006018,E006,Maintenance,2021-04,27,1,116,
ME006021,E006,Stockage,2021-04,48,1,141,
ME006026,E006,Tri,2021-04,46,1,106,
ME006028,E006,Stockage,2021-04,18,1,145,
ME007001,E007,Transport,2021-04,19,1,119,
ME007002,E007,Tri,2021-04,36,1,151,
ME007003,E007,Transport,2021-04,1,1,542,
ME007005,E007,Transport,2021-04,47,1,123,
ME007008,E007,Tri,2021-04,31,1,136,
ME007011,E007,Transport,2021-04,28,1,151,
ME007012,E007,Transport,2021-04,1,1,578,
ME007013,E007,Conditionnement,2021-04,14,1,140,
ME007017,E007,Stockage,2021-04,16,1,147,
ME007018,E007,Transport,2021-04,46,1,115,
ME007019,E007,Stockage,2021-04,3,1,514,
ME007021,E007,Tri,2021-04,26,1,123,
ME007022,E007,Conditionnement,2021-04,31,1,115,
ME007024,E007,Conditionnement,2021-04,24,1,129,
ME007026,E007,Transport,2021-04,24,1,149,
ME007030,E007,Tri,2021-04,5,1,481,
ME007035,E007,Tri,2021-04,19,1,80,
ME008001,E008,Tri,2021-04,29,1,150,
ME008003,E008,Tri,2021-04,41,1,152,
ME008005,E008,Maintenance,2021-04,8,1,425,
ME008015,E008,Stockage,2021-04,10,1,496,
ME008017,E008,Conditionnement,2021-04,29,1,150,
ME008021,E008,Stockage,2021-04,8,1,530,
ME008024,E008,Tri,2021-04,22,1,128,
ME008025,E008,Tri,2021-04,26,1,144,
ME008027,E008,Conditionnement,2021-04,37,1,136,
ME008028,E008,Tri,2021-04,30,1,111,
ME009001,E009,Transport,2021-04,17,1,167,
ME009003,E009,Conditionnement,2021-04,0,1,557,
ME009005,E009,Transport,2021-04,31,1,135,
ME009006,E009,Transport,2021-04,27,1,144,
ME009009,E009,Conditionnement,2021-04,22,1,165,
ME009010,E009,Stockage,2021-04,38,1,139,
ME009011,E009,Maintenance,2021-04,34,1,124,
ME009015,E009,Transport,2021-04,35,1,113,
ME009016,E009,Stockage,2021-04,13,1,139,
ME009017,E009,Maintenance,2021-04,28,1,147,
ME009018,E009,Tri,2021-04,11,1,433,
ME009020,E009,Stockage,2021-04,29,1,130,
ME010002,E010,Tri,2021-04,47,1,100,
ME010004,E010,Transport,2021-04,9,1,500,
ME010009,E010,Maintenance,2021-04,44,1,124,
ME010015,E010,Stockage,2021-04,6,1,549,
ME010016,E010,Conditionnement,2021-04,42,1,136,
ME010018,E010,Tri,2021-04,12,1,507,
ME010019,E010,Conditionnement,2021-04,29,1,143,
ME010023,E010,Conditionnement,2021-04,46,1,160,
ME010027,E010,Conditionnement,2021-04,41,1,115,
ME010028,E010,Transport,2021-04,39,1,143,
ME001002,E001,Maintenance,2021-04,0,0,889,
ME001004,E001,Stockage,2021-04,0,0,360,
ME001006,E001,Stockage,2021-04,0,0,726,
ME001007,E001,Stockage,2021-04,0,0,976,
ME001010,E001,Stockage,2021-04,0,0,905,
ME001022,E001,Stockage,2021-04,0,0,623,
ME001028,E001,Conditionnement,2021-04,0,0,64,
ME001029,E001,Stockage,2021-04,0,0,193,
ME001034,E001,Transport,2021-04,0,0,360,
ME002002,E002,Conditionnement,2021-04,0,0,965,
ME002003,E002,Tri,2021-04,0,0,413,
ME002007,E002,Conditionnement,2021-04,0,0,237,
ME002012,E002,Conditionnement,2021-04,0,0,160,
ME002018,E002,Tri,2021-04,0,0,758,
ME002021,E002,Maintenance,2021-04,0,0,66,
ME002025,E002,Stockage,2021-04,0,0,539,
ME002028,E002,Tri,2021-04,0,0,980,
ME002030,E002,Transport,2021-04,0,0,304,
ME002032,E002,Stockage,2021-04,0,0,376,
ME003001,E003,Conditionnement,2021-04,0,0,954,
ME003003,E003,Tri,2021-04,0,0,984,
ME003006,E003,Transport,2021-04,0,0,924,
ME003007,E003,Stockage,2021-04,0,0,861,
ME003008,E003,Conditionnement,2021-04,0,0,997,
ME003014,E003,Tri,2021-04,0,0,971,
ME003015,E003,Maintenance,2021-04,0,0,71,
ME003017,E003,Tri,2021-04,0,0,163,
ME003018,E003,Maintenance,2021-04,0,0,949,
ME003019,E003,Maintenance,2021-04,0,0,508,
ME003023,E003,Tri,2021-04,0,0,337,
ME003025,E003,Conditionnement,2021-04,0,0,189,
ME003027,E003,Tri,2021-04,0,0,384,
ME003031,E003,Conditionnement,2021-04,0,0,597,
ME003032,E003,Stockage,2021-04,0,0,966,
ME003034,E003,Stockage,2021-04,0,0,844,
ME003037,E003,Tri,2021-04,0,0,535,
ME004002,E004,Conditionnement,2021-04,0,0,65,
ME004005,E004,Maintenance,2021-04,0,0,791,
ME004008,E004,Tri,2021-04,0,0,313,
ME004015,E004,Transport,2021-04,0,0,486,
ME004016,E004,Conditionnement,2021-04,0,0,653,
ME004019,E004,Transport,2021-04,0,0,387,
ME004021,E004,Tri,2021-04,0,0,824,
ME004022,E004,Tri,2021-04,0,0,646,
ME004023,E004,Maintenance,2021-04,0,0,184,
ME004026,E004,Stockage,2021-04,0,0,351,
ME004028,E004,Maintenance,2021-04,0,0,199,
ME005008,E005,Conditionnement,2021-04,0,0,635,
ME005009,E005,Conditionnement,2021-04,0,0,523,
ME005012,E005,Tri,2021-04,0,0,544,
ME005014,E005,Stockage,2021-04,0,0,639,
ME005015,E005,Conditionnement,2021-04,0,0,716,
ME005020,E005,Stockage,2021-04,0,0,463,
ME005022,E005,Stockage,2021-04,0,0,168,
ME005025,E005,Conditionnement,2021-04,0,0,610,
ME005026,E005,Tri,2021-04,0,0,91,
ME005027,E005,Stockage,2021-04,0,0,744,
ME005029,E005,Maintenance,2021-04,0,0,251,
ME005030,E005,Maintenance,2021-04,0,0,647,
ME005034,E005,Conditionnement,2021-04,0,0,824,
ME005036,E005,Tri,2021-04,0,0,929,
ME006006,E006,Tri,2021-04,0,0,15,
ME006011,E006,Maintenance,2021-04,0,0,293,
ME006019,E006,Tri,2021-04,0,0,98,
ME006020,E006,Tri,2021-04,0,0,314,
ME006025,E006,Conditionnement,2021-04,0,0,965,
ME006027,E006,Transport,2021-04,0,0,382,
ME007004,E007,Tri,2021-04,0,0,205,
ME007006,E007,Tri,2021-04,0,0,289,
ME007009,E007,Tri,2021-04,0,0,169,
ME007020,E007,Transport,2021-04,0,0,257,
ME007029,E007,Maintenance,2021-04,0,0,573,
ME007031,E007,Stockage,2021-04,0,0,566,
ME007032,E007,Tri,2021-04,0,0,225,
ME007033,E007,Maintenance,2021-04,0,0,666,
ME007036,E007,Transport,2021-04,0,0,262,
ME007038,E007,Maintenance,2021-04,0,0,775,
ME008002,E008,Conditionnement,2021-04,0,0,161,
ME008009,E008,Tri,2021-04,0,0,359,
ME008011,E008,Tri,2021-04,0,0,346,
ME008012,E008,Tri,2021-04,0,0,119,
ME008018,E008,Conditionnement,2021-04,0,0,456,
ME008019,E008,Conditionnement,2021-04,0,0,8,
ME008023,E008,Stockage,2021-04,0,0,455,
ME008029,E008,Transport,2021-04,0,0,608,
ME008030,E008,Conditionnement,2021-04,0,0,548,
ME009004,E009,Maintenance,2021-04,0,0,944,
ME009007,E009,Tri,2021-04,0,0,187,
ME009008,E009,Maintenance,2021-04,0,0,595,
ME009012,E009,Conditionnement,2021-04,0,0,74,
ME009019,E009,Conditionnement,2021-04,0,0,413,
ME010003,E010,Tri,2021-04,0,0,234,
ME010005,E010,Conditionnement,2021-04,0,0,673,
ME010006,E010,Transport,2021-04,0,0,168,
ME010011,E010,Maintenance,2021-04,0,0,951,
ME010013,E010,Transport,2021-04,0,0,674,
ME010020,E010,Tri,2021-04,0,0,580,
ME010025,E010,Conditionnement,2021-04,0,0,302,
ME010026,E010,Stockage,2021-04,0,0,494,
ME001002,E001,Maintenance,2021-05,0,0,482,
ME001009,E001,Maintenance,2021-05,0,0,294,
ME001011,E001,Conditionnement,2021-05,0,0,190,
ME001018,E001,Transport,2021-05,0,0,511,
ME001019,E001,Conditionnement,2021-05,0,0,266,
ME001020,E001,Transport,2021-05,0,0,253,
ME001025,E001,Stockage,2021-05,0,0,262,
ME001026,E001,Maintenance,2021-05,0,0,239,
ME001027,E001,Transport,2021-05,0,0,279,
ME001029,E001,Stockage,2021-05,0,0,311,
ME001032,E001,Conditionnement,2021-05,0,0,271,
ME001033,E001,Tri,2021-05,0,0,288,
ME001034,E001,Transport,2021-05,0,0,258,
ME001035,E001,Stockage,2021-05,0,0,243,
ME001036,E001,Stockage,2021-05,0,0,617,
ME001037,E001,Tri,2021-05,0,0,267,
ME002003,E002,Tri,2021-05,0,0,276,
ME002005,E002,Transport,2021-05,0,0,233,
ME002010,E002,Conditionnement,2021-05,0,0,309,
ME002011,E002,Tri,2021-05,0,0,213,
ME002012,E002,Conditionnement,2021-05,0,0,310,
ME002013,E002,Conditionnement,2021-05,0,0,210,
ME002015,E002,Maintenance,2021-05,0,0,269,
ME002017,E002,Tri,2021-05,0,0,350,
ME002021,E002,Maintenance,2021-05,0,0,263,
ME002028,E002,Tri,2021-05,0,0,416,
ME002031,E002,Maintenance,2021-05,0,0,290,
ME002033,E002,Transport,2021-05,0,0,281,
ME003002,E003,Transport,2021-05,0,0,260,
ME003003,E003,Tri,2021-05,0,0,442,
ME003005,E003,Stockage,2021-05,0,0,333,
ME003007,E003,Stockage,2021-05,0,0,288,
ME003010,E003,Transport,2021-05,0,0,312,
ME003012,E003,Maintenance,2021-05,0,0,239,
ME003014,E003,Tri,2021-05,0,0,245,
ME003015,E003,Maintenance,2021-05,0,0,367,
ME003017,E003,Tri,2021-05,0,0,257,
ME003018,E003,Maintenance,2021-05,0,0,257,
ME003020,E003,Conditionnement,2021-05,0,0,482,
ME003023,E003,Tri,2021-05,0,0,266,
ME003032,E003,Stockage,2021-05,0,0,520,
ME003035,E003,Maintenance,2021-05,0,0,287,
ME003036,E003,Transport,2021-05,0,0,218,
ME004003,E004,Transport,2021-05,0,0,250,
ME004004,E004,Transport,2021-05,0,0,294,
ME004006,E004,Conditionnement,2021-05,0,0,217,
ME004009,E004,Maintenance,2021-05,0,0,503,
ME004011,E004,Tri,2021-05,0,0,293,
ME004013,E004,Conditionnement,2021-05,0,0,551,
ME004021,E004,Tri,2021-05,0,0,332,
ME004025,E004,Conditionnement,2021-05,0,0,479,
ME004027,E004,Stockage,2021-05,0,0,279,
ME005002,E005,Conditionnement,2021-05,0,0,485,
ME005004,E005,Conditionnement,2021-05,0,0,296,
ME005005,E005,Tri,2021-05,0,0,267,
ME005015,E005,Conditionnement,2021-05,0,0,300,
ME005017,E005,Conditionnement,2021-05,0,0,265,
ME005023,E005,Stockage,2021-05,0,0,287,
ME005024,E005,Maintenance,2021-05,0,0,262,
ME005026,E005,Tri,2021-05,0,0,414,
ME005030,E005,Maintenance,2021-05,0,0,301,
ME006001,E006,Tri,2021-05,0,0,338,
ME006002,E006,Transport,2021-05,0,0,480,
ME006005,E006,Transport,2021-05,0,0,240,
ME006009,E006,Stockage,2021-05,0,0,350,
ME006012,E006,Conditionnement,2021-05,0,0,532,
ME006015,E006,Transport,2021-05,0,0,522,
ME006016,E006,Transport,2021-05,0,0,286,
ME006019,E006,Tri,2021-05,0,0,300,
ME006022,E006,Stockage,2021-05,0,0,250,
ME006027,E006,Transport,2021-05,0,0,248,
ME007002,E007,Tri,2021-05,0,0,556,
ME007003,E007,Transport,2021-05,0,0,533,
ME007004,E007,Tri,2021-05,0,0,253,
ME007008,E007,Tri,2021-05,0,0,262,
ME007009,E007,Tri,2021-05,0,0,292,
ME007010,E007,Conditionnement,2021-05,0,0,507,
ME007011,E007,Transport,2021-05,0,0,536,
ME007015,E007,Stockage,2021-05,0,0,679,
ME007017,E007,Stockage,2021-05,0,0,295,
ME007020,E007,Transport,2021-05,0,0,281,
ME007021,E007,Tri,2021-05,0,0,239,
ME007023,E007,Tri,2021-05,0,0,250,
ME007025,E007,Stockage,2021-05,0,0,316,
ME007028,E007,Stockage,2021-05,0,0,256,
ME007029,E007,Maintenance,2021-05,0,0,195,
ME007031,E007,Stockage,2021-05,0,0,272,
ME007036,E007,Transport,2021-05,0,0,285,
ME007037,E007,Stockage,2021-05,0,0,225,
ME007038,E007,Maintenance,2021-05,0,0,483,
ME008002,E008,Conditionnement,2021-05,0,0,212,
ME008004,E008,Tri,2021-05,0,0,288,
ME008005,E008,Maintenance,2021-05,0,0,243,
ME008009,E008,Tri,2021-05,0,0,521,
ME008010,E008,Stockage,2021-05,0,0,265,
ME008016,E008,Stockage,2021-05,0,0,391,
ME008018,E008,Conditionnement,2021-05,0,0,255,
ME008019,E008,Conditionnement,2021-05,0,0,449,
